-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,385,385,385,385,-1,-1,-1,-1,-1,-1
385,385,385,385,385,385,385,119,119,385,385,385,385,385,385,385
385,-1,-1,-1,-1,-1,-1,690,-1,-1,-1,-1,-1,-1,-1,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
385,-1,-1,-1,385,-1,-1,-1,-1,-1,-1,385,-1,-1,-1,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385,-1,385
385,-1,-1,-1,-1,-1,-1,-1,535,535,-1,-1,-1,-1,-1,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,693,251
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,535,-1,-1,-1,251
385,-1,-1,-1,385,-1,-1,-1,-1,-1,-1,535,-1,-1,-1,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
385,-1,-1,-1,-1,-1,-1,385,-1,-1,-1,-1,-1,385,-1,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
385,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
-1,385,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
