-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,165,-1,-1,-1,-1,-1,-1,165,-1,-1,-1,-1
-1,-1,-1,-1,197,-1,-1,-1,-1,-1,-1,197,-1,165,-1,-1
-1,-1,-1,-1,229,-1,-1,-1,-1,-1,-1,229,-1,197,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,229,-1,-1,-2147483513,-1,-1,-1,-1,-1,165,-1,-1
-1,-1,-1,-1,183,-1,-1,-2147483489,-1,-1,-1,-1,-1,197,-1,-1
-1,-1,-1,-1,-1,-1,-1,-2147483465,-1,-1,-1,-1,-1,229,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
