33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,129,129,129,129,129,129,129,129,129,129,33,33,33
33,33,129,129,129,129,129,129,129,129,129,129,129,129,33,33
33,33,129,129,129,129,129,129,129,129,130,129,129,129,33,33
33,33,129,129,194,129,129,129,129,129,129,129,129,129,33,33
33,33,129,129,129,129,129,129,129,193,194,129,129,129,33,33
33,33,129,129,129,193,194,129,129,129,129,129,129,129,33,33
33,33,129,129,130,129,129,129,129,129,129,129,129,129,33,33
33,33,129,129,129,129,129,129,129,129,129,130,129,129,33,33
33,33,129,129,129,129,129,129,194,129,129,129,129,129,33,33
33,33,129,193,194,129,129,129,129,129,129,129,129,129,33,33
33,33,129,129,129,129,130,129,129,129,129,193,194,129,33,33
33,33,129,129,129,129,129,129,129,129,129,129,129,129,33,33
33,33,129,129,129,129,129,129,129,129,129,129,129,129,33,33
33,33,33,129,129,129,129,129,129,129,129,129,129,33,33,33
