-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
385,385,385,385,385,385,385,385,385,385,385,385,385,385,-1,-1
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385,385,-1
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
385,-1,-1,385,-1,-1,-1,-1,535,535,385,-1,-1,-1,-1,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
151,692,-1,-1,535,-1,-1,-1,-1,-1,-1,-1,385,-1,-1,385
151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
385,-1,-1,-1,535,535,-1,-1,-1,-1,-1,535,-1,535,-1,385
385,-1,-1,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,535,-1,385
385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,385
385,-1,535,-1,-1,385,-1,-1,-1,-1,-1,-1,385,-1,-1,385
385,-1,-1,-1,-1,-1,-1,691,-1,-1,-1,-1,-1,-1,-1,385
385,-1,-1,-1,-1,-1,-1,55,55,-1,-1,-1,-1,-1,-1,385
